Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input5_cord.dat
Execução 1: 0.118526
Execução 2: 0.118794
Execução 3: 0.118381
Execução 4: 0.119579
Execução 5: 0.118944
Execução 6: 0.118648
Execução 7: 0.119124
Execução 8: 0.120183
Execução 9: 0.118592
Execução 10: 0.118574
Execução 11: 0.118771
Execução 12: 0.118680
Execução 13: 0.118587
Execução 14: 0.117721
Execução 15: 0.118251
Execução 16: 0.118674
Execução 17: 0.119790
Execução 18: 0.118902
Execução 19: 0.120165
Execução 20: 0.115231
