Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input2_cord.dat
Execução 1: 0.000066
Execução 2: 0.000061
Execução 3: 0.000066
Execução 4: 0.000058
Execução 5: 0.000058
Execução 6: 0.000058
Execução 7: 0.000056
Execução 8: 0.000056
Execução 9: 0.000056
Execução 10: 0.000056
Execução 11: 0.000056
Execução 12: 0.000056
Execução 13: 0.000056
Execução 14: 0.000056
Execução 15: 0.000055
Execução 16: 0.000056
Execução 17: 0.000056
Execução 18: 0.000054
Execução 19: 0.000054
Execução 20: 0.000054
