Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input4_cord.dat
Execução 1: 0.011580
Execução 2: 0.010246
Execução 3: 0.010060
Execução 4: 0.009949
Execução 5: 0.010027
Execução 6: 0.009827
Execução 7: 0.009998
Execução 8: 0.009913
Execução 9: 0.009917
Execução 10: 0.010516
Execução 11: 0.010994
Execução 12: 0.009989
Execução 13: 0.009997
Execução 14: 0.010018
Execução 15: 0.010330
Execução 16: 0.010187
Execução 17: 0.010035
Execução 18: 0.012866
Execução 19: 0.010712
Execução 20: 0.010078
