Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input6_cord.dat
Execução 1: 1.318437
Execução 2: 1.317416
Execução 3: 1.315263
Execução 4: 1.314606
Execução 5: 1.317822
Execução 6: 1.338244
Execução 7: 1.323444
Execução 8: 1.321666
Execução 9: 1.319540
Execução 10: 1.345929
Execução 11: 1.319342
Execução 12: 1.347241
Execução 13: 1.312926
Execução 14: 1.318151
Execução 15: 1.357942
Execução 16: 1.333634
Execução 17: 1.326934
Execução 18: 1.337808
Execução 19: 1.319663
Execução 20: 1.369691
