Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input3_cord.dat
Execução 1: 0.000840
Execução 2: 0.000811
Execução 3: 0.000818
Execução 4: 0.000825
Execução 5: 0.000873
Execução 6: 0.000902
Execução 7: 0.000824
Execução 8: 0.000825
Execução 9: 0.000806
Execução 10: 0.000806
Execução 11: 0.000867
Execução 12: 0.000809
Execução 13: 0.000929
Execução 14: 0.000832
Execução 15: 0.000855
Execução 16: 0.000845
Execução 17: 0.000826
Execução 18: 0.000837
Execução 19: 0.000831
Execução 20: 0.000871
