Linguagem: GO
Algoritmo: Radix Sort
Input: inputs/input4_cord.dat
Execução 1: 0.005916
Execução 2: 0.007272
Execução 3: 0.004954
Execução 4: 0.005878
Execução 5: 0.006324
Execução 6: 0.006301
Execução 7: 0.005224
Execução 8: 0.005697
Execução 9: 0.005352
Execução 10: 0.005847
Execução 11: 0.005209
Execução 12: 0.005739
Execução 13: 0.005344
Execução 14: 0.005841
Execução 15: 0.005185
Execução 16: 0.005446
Execução 17: 0.005200
Execução 18: 0.005764
Execução 19: 0.005146
Execução 20: 0.005248
