Linguagem: GO
Algoritmo: Radix Sort
Input: inputs/input2_cord.dat
Execução 1: 0.000049
Execução 2: 0.000048
Execução 3: 0.000055
Execução 4: 0.000052
Execução 5: 0.000048
Execução 6: 0.000047
Execução 7: 0.000048
Execução 8: 0.000048
Execução 9: 0.000050
Execução 10: 0.000053
Execução 11: 0.000048
Execução 12: 0.000049
Execução 13: 0.000047
Execução 14: 0.000053
Execução 15: 0.000048
Execução 16: 0.000048
Execução 17: 0.000048
Execução 18: 0.000052
Execução 19: 0.000048
Execução 20: 0.000048
