Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input5.dat
Execução 1: 0.060748
Execução 2: 0.058791
Execução 3: 0.059480
Execução 4: 0.058431
Execução 5: 0.059358
Execução 6: 0.058744
Execução 7: 0.059387
Execução 8: 0.058839
Execução 9: 0.058502
Execução 10: 0.059436
Execução 11: 0.058831
Execução 12: 0.059759
Execução 13: 0.058745
Execução 14: 0.058701
Execução 15: 0.060288
Execução 16: 0.059018
Execução 17: 0.059154
Execução 18: 0.058887
Execução 19: 0.059035
Execução 20: 0.059017
