Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input2.dat
Execução 1: 0.000033
Execução 2: 0.000028
Execução 3: 0.000025
Execução 4: 0.000023
Execução 5: 0.000022
Execução 6: 0.000022
Execução 7: 0.000021
Execução 8: 0.000021
Execução 9: 0.000020
Execução 10: 0.000020
Execução 11: 0.000020
Execução 12: 0.000019
Execução 13: 0.000019
Execução 14: 0.000019
Execução 15: 0.000019
Execução 16: 0.000019
Execução 17: 0.000019
Execução 18: 0.000019
Execução 19: 0.000019
Execução 20: 0.000019
