Linguagem: GO
Algoritmo: Counting Sort
Input: inputs/input6.dat
Execução 1: 0.205005
Execução 2: 0.232634
Execução 3: 0.121030
Execução 4: 0.233298
Execução 5: 0.234217
Execução 6: 0.119666
Execução 7: 0.138957
Execução 8: 0.138962
Execução 9: 0.120353
Execução 10: 0.138778
Execução 11: 0.141235
Execução 12: 0.118929
Execução 13: 0.139829
Execução 14: 0.140200
Execução 15: 0.119009
Execução 16: 0.139081
Execução 17: 0.140760
Execução 18: 0.119876
Execução 19: 0.138311
Execução 20: 0.139854
