Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input4.dat
Execução 1: 0.005407
Execução 2: 0.005143
Execução 3: 0.005032
Execução 4: 0.005018
Execução 5: 0.005136
Execução 6: 0.005153
Execução 7: 0.005083
Execução 8: 0.005058
Execução 9: 0.005138
Execução 10: 0.005044
Execução 11: 0.005309
Execução 12: 0.004936
Execução 13: 0.005451
Execução 14: 0.005516
Execução 15: 0.004942
Execução 16: 0.004938
Execução 17: 0.004984
Execução 18: 0.005031
Execução 19: 0.004996
Execução 20: 0.005003
