Linguagem: GO
Algoritmo: Counting Sort
Input: inputs/input4.dat
Execução 1: 0.000997
Execução 2: 0.002583
Execução 3: 0.000519
Execução 4: 0.000966
Execução 5: 0.001459
Execução 6: 0.001658
Execução 7: 0.000420
Execução 8: 0.000449
Execução 9: 0.000846
Execução 10: 0.001697
Execução 11: 0.000438
Execução 12: 0.000654
Execução 13: 0.000591
Execução 14: 0.001734
Execução 15: 0.000492
Execução 16: 0.000413
Execução 17: 0.000523
Execução 18: 0.001298
Execução 19: 0.000418
Execução 20: 0.000439
