Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input3_dord.dat
Execução 1: 0.000742
Execução 2: 0.000704
Execução 3: 0.000713
Execução 4: 0.000712
Execução 5: 0.000700
Execução 6: 0.000723
Execução 7: 0.000747
Execução 8: 0.000703
Execução 9: 0.000717
Execução 10: 0.000706
Execução 11: 0.000813
Execução 12: 0.000818
Execução 13: 0.000751
Execução 14: 0.000733
Execução 15: 0.000729
Execução 16: 0.000768
Execução 17: 0.000756
Execução 18: 0.000724
Execução 19: 0.000718
Execução 20: 0.000712
