Linguagem: GO
Algoritmo: Radix Sort
Input: inputs/input2_dord.dat
Execução 1: 0.000053
Execução 2: 0.000045
Execução 3: 0.000045
Execução 4: 0.000045
Execução 5: 0.000045
Execução 6: 0.000045
Execução 7: 0.000045
Execução 8: 0.000049
Execução 9: 0.000046
Execução 10: 0.000045
Execução 11: 0.000045
Execução 12: 0.000044
Execução 13: 0.000045
Execução 14: 0.000045
Execução 15: 0.000049
Execução 16: 0.000045
Execução 17: 0.000046
Execução 18: 0.000050
Execução 19: 0.000045
Execução 20: 0.000045
