Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input2_dord.dat
Execução 1: 0.000059
Execução 2: 0.000053
Execução 3: 0.000050
Execução 4: 0.000049
Execução 5: 0.000048
Execução 6: 0.000048
Execução 7: 0.000047
Execução 8: 0.000047
Execução 9: 0.000048
Execução 10: 0.000047
Execução 11: 0.000047
Execução 12: 0.000048
Execução 13: 0.000047
Execução 14: 0.000047
Execução 15: 0.000046
Execução 16: 0.000047
Execução 17: 0.000047
Execução 18: 0.000046
Execução 19: 0.000092
Execução 20: 0.000047
