Linguagem: GO
Algoritmo: Radix Sort
Input: inputs/input4_dord.dat
Execução 1: 0.006289
Execução 2: 0.006694
Execução 3: 0.005256
Execução 4: 0.005681
Execução 5: 0.005624
Execução 6: 0.005796
Execução 7: 0.004830
Execução 8: 0.005412
Execução 9: 0.005588
Execução 10: 0.005923
Execução 11: 0.005349
Execução 12: 0.005001
Execução 13: 0.005075
Execução 14: 0.005655
Execução 15: 0.005046
Execução 16: 0.004914
Execução 17: 0.005004
Execução 18: 0.005285
Execução 19: 0.004953
Execução 20: 0.005184
