Linguagem: GO
Algoritmo: Intro Sort
Input: inputs/input6_dord.dat
Execução 1: 1.319408
Execução 2: 1.319733
Execução 3: 1.357244
Execução 4: 1.321574
Execução 5: 1.317445
Execução 6: 1.321062
Execução 7: 1.320217
Execução 8: 1.311234
Execução 9: 1.310516
Execução 10: 1.317694
Execução 11: 1.320137
Execução 12: 1.332715
Execução 13: 1.323405
Execução 14: 1.322217
Execução 15: 1.327991
Execução 16: 1.315485
Execução 17: 1.313152
Execução 18: 1.311558
Execução 19: 1.334884
Execução 20: 1.347561
